Año,Mes,Dia,Fecha,Tｰ Media,TｰMaxima,TｰMinima,Lluvia,%Humedad,Evapotransp,Pto rocio,RadSolar,EnerSolar,PresionBarom
2013,Ene,1,1/1/2013,12.038,18.022,7.344,0.956,73.676,3.47,7.068,223.671,11.106,672.271
2013,Ene,2,1/2/2013,12.224,18,8.078,3.6,74.553,3.617,7.542,227.862,12.454,672.056
2013,Ene,3,1/3/2013,11.902,17.822,7.667,9.933,76.719,3.401,7.641,225.437,11.392,672.143
2013,Ene,4,1/4/2013,10.906,16.778,7.122,8.8,79.117,2.768,7.189,191.076,9.652,672.91
2013,Ene,5,1/5/2013,11.146,16.267,7.211,4.956,79.746,2.714,7.564,184.253,9.819,673.016
2013,Ene,6,1/6/2013,11.648,17.522,7.489,1.689,77.69,2.979,7.644,195.417,10.946,672.54
2013,Ene,7,1/7/2013,11.943,17.922,7.444,4.178,74.577,3.483,7.234,227.828,12.48,672.483
2013,Ene,8,1/8/2013,11.636,17.967,6.933,6.711,77.404,3.388,7.484,228.88,12.107,672.374
2013,Ene,9,1/9/2013,11.574,17.767,7.367,4.289,77.727,3.392,7.543,232.09,13.459,672.197
2013,Ene,10,1/10/2013,11.369,17.589,6.767,8.933,77.086,3.463,7.218,232.97,12.179,672.687
2013,Ene,11,1/11/2013,11.722,18.344,6.611,4.311,74.988,3.973,7.092,269.846,15.539,672.801
2013,Ene,12,1/12/2013,11.576,18.222,6.856,7.756,74.413,3.751,6.849,245.927,12.874,672.811
2013,Ene,13,1/13/2013,11.831,17.48,7.26,0.94,74.6,3.444,7.157,232.001,10.508,656.294
2013,Ene,14,1/14/2013,11.896,17.71,7.04,4.04,73.611,3.726,6.805,248.102,13.444,655.764
2013,Ene,15,1/15/2013,12.022,17.82,7.69,2.62,74.324,3.397,7.268,224.748,11.896,655.452
2013,Ene,16,1/16/2013,12.076,18.367,7.733,2.422,74.749,3.882,7.393,250.9,13.83,672.3
2013,Ene,17,1/17/2013,11.447,17.644,7.189,6.378,76.331,3.298,7.166,220.736,12.292,672.943
2013,Ene,18,1/18/2013,11.645,17.3,7.76,6.98,76.542,3.049,7.405,209.076,10.93,656.493
2013,Ene,19,1/19/2013,11.88,17.92,7.4,4.08,75.765,3.744,7.461,253.335,13.03,656.418
2013,Ene,20,1/20/2013,11.371,17,7.05,10.24,78.112,3.069,7.4,212.856,11.166,656.342
2013,Ene,21,1/21/2013,11.742,16.84,8.36,4.52,78.592,3.024,7.932,202.735,10.616,656.039
2013,Ene,22,1/22/2013,11.886,18.32,7.89,4.24,76.423,3.758,7.584,253.096,13.487,655.894
2013,Ene,23,1/23/2013,12.182,18.21,7.94,2.58,76.081,3.665,7.731,245.933,13.28,656.019
2013,Ene,24,1/24/2013,12.299,18.02,8.14,4.26,74.949,3.657,7.627,241.019,13.085,655.421
2013,Ene,25,1/25/2013,12.23,18.9,7.46,8.5,73.384,4.248,7.148,279.96,15.393,655.19
2013,Ene,26,1/26/2013,12.133,18,8.03,4.4,76.26,3.623,7.711,242.585,12.091,655.203
2013,Ene,27,1/27/2013,11.877,17.67,7.01,4.88,76.495,3.528,7.566,229.685,11.065,655.703
2013,Ene,28,1/28/2013,12.155,17.76,8.28,4.84,76.334,3.189,7.865,211.73,11.485,655.271
2013,Ene,29,1/29/2013,12.026,17.61,8.02,2.52,75.881,3.283,7.647,216.874,10.839,655.064
2013,Ene,30,1/30/2013,11.654,17.3,7.64,4.26,78.309,2.99,7.79,203.479,11.654,655.4
2013,Ene,31,1/31/2013,11.574,17.18,7.9,6.12,78.996,3.041,7.832,201.265,11.015,655.827
2013,Feb,1,2/1/2013,11.396,16.48,7.86,5.96,80.572,2.86,7.974,198.605,10.664,656.212
2013,Feb,2,2/2/2013,11.92,17.4,8.22,4,77.428,3.269,7.809,222.161,12.642,656.273
2013,Feb,3,2/3/2013,11.661,16.76,7.91,4.54,78.497,3.175,7.737,215.77,13.392,655.975
2013,Feb,4,2/4/2013,12.254,18.09,8.06,3.62,74.519,3.752,7.524,249.101,13.824,655.274
2013,Feb,5,2/5/2013,11.919,18.06,7.96,3.44,77.519,3.166,7.897,214.9,11.893,655.216
2013,Feb,6,2/6/2013,12.078,17.66,7.88,2.92,77.241,3.551,7.956,234.329,12.806,655.498
2013,Feb,7,2/7/2013,11.416,16.83,8.29,6.84,80.953,2.562,8.106,173.521,8.939,655.366
2013,Feb,8,2/8/2013,11.466,16.06,7.86,6.84,80.697,2.622,8.113,179.736,9.12,655.778
2013,Feb,9,2/9/2013,11.798,17.08,8.14,4.34,79.231,2.975,8.147,200.788,10.595,655.512
2013,Feb,10,2/10/2013,11.631,16.99,7.99,6.14,80.794,2.724,8.273,188.89,9.411,655.453
2013,Feb,11,2/11/2013,11.951,16.78,8.47,5.64,78.43,2.854,8.124,195.594,8.949,655.891
2013,Feb,12,2/12/2013,11.335,16.47,7.97,5.62,80.335,2.723,7.926,186.708,9.741,656.142
2013,Feb,13,2/13/2013,11.727,17.28,7.99,6.02,78.632,3.048,7.942,204.232,10.923,655.903
2013,Feb,14,2/14/2013,11.869,17.53,7.99,1.4,78.407,3.066,7.968,208.196,10.52,655.816
2013,Feb,15,2/15/2013,12.081,17.58,8.27,4.28,78.503,3.185,8.161,215.169,10.458,655.82
2013,Feb,16,2/16/2013,11.949,17.67,8.32,6.12,79.015,3.195,8.207,213.772,9.987,655.642
2013,Feb,17,2/17/2013,11.569,17.52,7.42,7,78.96,3.048,7.796,207.456,9.367,655.912
2013,Feb,18,2/18/2013,11.716,17.33,7.84,2.54,77.736,2.939,7.71,195.722,11.129,655.75
2013,Feb,19,2/19/2013,12.424,18.83,7.78,3,74.644,3.808,7.58,251.418,13.833,654.909
2013,Feb,20,2/20/2013,11.894,17.44,7.89,3.9,77.644,3.251,7.84,221.029,11.867,654.625
2013,Feb,21,2/21/2013,11.49,17.18,8.06,6.6,79.107,2.956,7.733,202.563,10.954,655.747
2013,Feb,22,2/22/2013,12.021,17.86,7.89,2.12,76.853,3.55,7.824,231.786,10.629,656.168
2013,Feb,23,2/23/2013,12.285,18.3,8.1,2.44,77.483,3.669,8.191,247.35,11.655,655.937
2013,Feb,24,2/24/2013,12.145,18.38,8.33,6.04,77.918,3.51,8.158,235.818,11.079,655.835
2013,Feb,25,2/25/2013,12.073,18.54,7.73,6.08,75.813,3.761,7.572,253.42,13,655.705
2013,Feb,26,2/26/2013,11.671,17.31,7.46,2.9,77.243,3.364,7.556,226.177,11.449,655.997
2013,Feb,27,2/27/2013,11.656,17.36,7.95,6.66,79.137,2.985,7.944,201.265,9.931,656.276
2013,Feb,28,2/28/2013,12.347,18.14,8.13,2.58,76.996,3.585,8.125,240.121,11.899,656.005
2013,Mar,1,3/1/2013,12.387,19.06,7.53,6.4,75.849,4.7,7.922,256.001,12.928,655.759
2013,Mar,2,3/2/2013,12.497,19.2,7.82,2.66,74.112,4.426,7.71,241.048,11.711,655.408
2013,Mar,3,3/3/2013,11.945,18.68,6.73,3.22,75.083,4.238,7.345,225.083,11.43,655.524
2013,Mar,4,3/4/2013,11.879,18.14,7.42,7.04,76.929,4.087,7.712,226.748,11.781,655.786
2013,Mar,5,3/5/2013,11.528,17.24,7.22,8.38,79.221,3.59,7.851,203.029,9.557,656.319
2013,Mar,6,3/6/2013,12.066,18.45,7.54,4.18,77.049,3.923,7.876,225.041,11.727,656.259
2013,Mar,7,3/7/2013,12.339,18.39,8.05,2.36,76.27,3.883,8.053,213.514,10.157,655.495
2013,Mar,8,3/8/2013,11.986,18.28,7.69,5.88,76.918,4.107,7.758,226.096,10.878,655.981
2013,Mar,9,3/9/2013,12.011,18.05,7.53,8.84,77.028,4.093,7.856,231.406,12.008,655.873
2013,Mar,10,3/10/2013,11.996,18.3,7.98,7.22,77.107,3.696,7.821,211.895,10.639,655.737
2013,Mar,11,3/11/2013,12.08,18.79,7.26,3.22,75.027,3.787,7.454,246.985,12.968,655.883
2013,Mar,12,3/12/2013,11.736,16.9,8.04,5.28,78.075,3.068,7.794,204.384,11.446,655.724
2013,Mar,13,3/13/2013,11.507,16.989,7.856,5.111,79.158,2.994,7.82,206.928,12.012,645.058
2013,Mar,14,3/14/2013,13.3,16.7,10.6,0,75.79,1.54,8.99,168.1,0.24,749.87
2013,Mar,15,3/15/2013,9.09,16.7,7.7,6,89.24,3.05,7.38,61.14,0.8,754.15
2013,Mar,16,3/16/2013,10.99,15.4,7.4,4.4,84.62,2.3,8.41,170.42,14.66,755.48
2013,Mar,17,3/17/2013,12.09,17.6,8.6,4.8,83.83,2.88,9.28,193.88,16.68,755.45
2013,Mar,18,3/18/2013,11.95,17.3,8.1,8,81.08,3.3,8.64,228.33,19.64,755.47
2013,Mar,19,3/19/2013,12.19,19.2,7,0.4,77.58,4.1,8.06,281.25,24.19,753.59
2013,Mar,20,3/20/2013,13.72,21.1,9.3,0,71.71,4.81,8.12,316.38,27.21,751.67
2013,Mar,21,3/21/2013,12.73,19.1,7.7,0,75.96,3.53,8.28,240.21,20.66,751.98
2013,Mar,22,3/22/2013,12.58,16.8,9.2,0,76.46,2.75,8.33,184.17,15.84,753.82
2013,Mar,23,3/23/2013,13.43,21.1,8.7,0,69.25,4.68,7.44,307.92,26.48,754.2
2013,Mar,24,3/24/2013,13,19.7,7.1,0,64.58,5.1,5.42,319.75,27.5,751.61
2013,Mar,25,3/25/2013,11.77,17.9,5.3,0,67.83,3.99,5.21,237.38,20.42,753
2013,Mar,26,3/26/2013,10.09,14.7,7.1,3.6,86.33,1.63,7.82,124.58,10.72,755.62
2013,Mar,27,3/27/2013,9.77,13.9,7.7,6.2,88.21,1.64,7.88,122.08,10.5,757.7
2013,Mar,28,3/28/2013,10.17,14.1,7.3,2,85.54,1.91,7.76,142.38,12.25,758.12
2013,Mar,29,3/29/2013,10.71,15.7,7.7,1,82.25,2.32,7.68,160.92,13.84,757.32
2013,Mar,30,3/30/2013,11.57,18.1,6.9,0,78.62,2.92,7.71,179.5,15.44,756.64
2013,Mar,31,3/31/2013,12.22,18,7.7,0.2,76.33,2.69,7.8,168.54,14.5,755.46
2013,Abr,1,4/1/2013,12.7,18.9,7.7,0,73.96,3.81,7.78,244.88,21.06,755.07
2013,Abr,2,4/2/2013,12.47,18,8.8,0,77.42,3.73,8.45,232.92,20.03,754.52
2013,Abr,3,4/3/2013,12.57,18.6,7.4,0,75.21,3.51,8.03,226.38,19.47,754.74
2013,Abr,4,4/4/2013,9.57,12.8,7.8,13.8,86.88,1.37,7.46,98.96,8.51,757.12
2013,Abr,5,4/5/2013,10.73,16.6,6.8,0.2,79.33,2.41,7.1,160.92,13.84,758.35
2013,Abr,6,4/6/2013,10.83,16.9,4.5,0,78.21,2.35,6.96,170.62,14.68,757.15
2013,Abr,7,4/7/2013,10.4,15.3,6.2,1.2,82.88,1.92,7.5,123.25,10.6,756.63
2013,Abr,8,4/8/2013,12.8,19.2,7.6,0,70.5,4.44,6.96,283.42,24.38,755.33
2013,Abr,9,4/9/2013,12.78,19.1,8.8,0,67.83,4.03,6.45,252.08,21.68,753.65
2013,Abr,10,4/10/2013,12.4,19.9,6.4,0,65.38,4.88,5.18,314.17,27.02,754.21
2013,Abr,11,4/11/2013,11.9,19.3,6.2,0,66.46,4.37,5.01,265.12,22.8,754.03
2013,Abr,12,4/12/2013,12.04,19.7,5.7,0,71.38,4.39,6.53,292.67,25.17,754.75
2013,Abr,13,4/13/2013,11.15,18.1,6.2,0,74.42,2.98,6.39,197.83,17.02,755.51
2013,Abr,14,4/14/2013,11.41,19.1,5.7,0.2,71.42,3.05,5.88,192.62,16.57,756.91
2013,Abr,15,4/15/2013,11.62,18.8,6.3,0,69.38,3.54,5.79,222.25,19.12,756.4
2013,Abr,16,4/16/2013,11.39,17,7.8,1.6,75.25,2.72,6.89,169.71,14.6,756.32
2013,Abr,17,4/17/2013,9.85,17,6.2,0.8,78.75,2.28,6,154.17,13.26,756.89
2013,Abr,18,4/18/2013,10.4,18.2,4.2,0,71.33,3.74,4.75,254.04,21.85,758.2
2013,Abr,19,4/19/2013,9.76,18.6,3.4,0,67.67,3.66,2.75,242.38,20.85,758.7
2013,Abr,20,4/20/2013,10.74,19.4,2.6,0,61.83,4.44,2.44,282.38,24.29,759.05
2013,Abr,21,4/21/2013,10.6,19.1,3.7,0,66.75,3.69,3.9,244.42,21.02,757.83
2013,Abr,22,4/22/2013,10.65,19.9,3.4,0,65.79,4.24,3.42,273.67,23.54,758.32
2013,Abr,23,4/23/2013,10.9,18.1,4.8,0,70.08,3.94,5.18,252.92,21.75,757.24
2013,Abr,24,4/24/2013,10.71,19.4,4.3,0,70.29,4.12,4.88,266.83,22.95,757.93
2013,Abr,25,4/25/2013,11.08,20.5,3.2,0,67.29,3.99,3.94,258.88,22.27,757.34
2013,Abr,26,4/26/2013,11.12,20.8,3.4,0,66,4.07,3.69,265.33,22.82,756.65
2013,Abr,27,4/27/2013,11.58,20.1,4.1,0,63.62,4.67,3.67,275.62,23.71,755.09
2013,Abr,28,4/28/2013,10.07,17.8,4.8,0,75.71,3.16,5.66,206.04,17.72,755.67
2013,Abr,29,4/29/2013,10.72,18.9,4.7,0,70.83,3.39,5,228,19.61,757.47
2013,Abr,30,4/30/2013,11.34,19.5,5.7,0,64.58,4.13,3.86,264.46,22.75,757.4
2013,May,1,5/1/2013,10.89,16.8,4.3,0,70.88,3.36,5.53,199.33,17.14,757.78
2013,May,2,5/2/2013,12.38,18.4,7.7,0.4,65.38,3.14,5.56,170.5,14.66,756.99
2013,May,3,5/3/2013,11.34,18.3,5.3,0,67.33,3.42,5.11,197.29,16.97,756.14
2013,May,4,5/4/2013,11.35,19.3,4.9,0,68.96,3.07,5.1,188.08,16.18,756.27
2013,May,5,5/5/2013,11.15,17.7,5.9,0,72.17,2.74,5.82,174.38,15,757.34
2013,May,6,5/6/2013,11.55,19.4,4.7,0,68.67,3.91,5.24,251.88,21.66,758.28
2013,May,7,5/7/2013,11.88,19.2,6.5,0,69.42,3.28,6.05,185.92,15.99,757.5
2013,May,8,5/8/2013,11.25,20.1,5.3,0,68.62,3.34,4.71,218.79,18.82,758.68
2013,May,9,5/9/2013,11.28,19.8,3,0,64.96,3.89,4.18,244.62,21.04,758.12
2013,May,10,5/10/2013,11.67,20.6,3.3,0,63.29,4,4.17,231.83,19.94,756.78
2013,May,11,5/11/2013,11.4,19.6,3.8,0,64.5,4.16,3.96,240.58,20.69,755.81
2013,May,12,5/12/2013,10.85,17.7,6.4,0,73.46,2.4,6.03,144,12.39,755.65
2013,May,13,5/13/2013,10.17,17.3,4.8,0,73.96,2.13,5.36,135.12,11.62,757.08
2013,May,14,5/14/2013,9.85,17.1,4.2,0,73.21,2.18,4.82,130.33,11.21,757.88
2013,May,15,5/15/2013,10.19,15.8,6.6,3.2,76.54,1.9,6.1,116.92,10.06,757.16
2013,May,16,5/16/2013,10.57,16.3,6.1,0,75.04,2.44,6.06,147.38,12.68,757.15
2013,May,17,5/17/2013,9.77,14.3,6.6,1,83.08,1.92,6.93,127.04,10.93,757.51
2013,May,18,5/18/2013,9.55,13.9,6.7,0.2,82.58,1.3,6.6,88.62,7.62,759.27
2013,May,19,5/19/2013,10.13,17.7,5.4,0,76,2.23,5.68,129.42,11.13,759.1
2013,May,20,5/20/2013,9.57,16.4,5.5,0,75.42,2.03,5.12,123.67,10.64,758.72
2013,May,21,5/21/2013,10.28,19.2,2.4,0,65.58,3.37,2.9,216.21,18.6,757.8
2013,May,22,5/22/2013,10.55,19.2,4.9,0,69.79,2.83,4.28,179.79,15.46,756.35
2013,May,23,5/23/2013,10.6,18.3,4.3,0,70.62,2.64,4.86,162.04,13.94,756.72
2013,May,24,5/24/2013,10.75,17.9,5.1,1,72.71,2.48,5.77,151.96,13.07,756.78
2013,May,25,5/25/2013,11.18,18.8,5.8,0,72,3.35,5.72,219.71,18.9,757.11
2013,May,26,5/26/2013,11.19,19.2,4.1,0,57.62,4.46,0.88,242.92,20.89,756.97
2013,May,27,5/27/2013,9.7,17.9,2.2,0,55.29,4.24,-0.57,229.83,19.77,757.38
2013,May,28,5/28/2013,9.02,17.3,1.9,0,59.04,3.54,0.5,202,17.37,758.14
2013,May,29,5/29/2013,9.54,17.3,1.6,0,54.08,4.27,-0.83,230.25,19.8,758.14
2013,May,30,5/30/2013,9.08,17.3,1.2,0,57.25,3.91,0.17,225.79,19.42,759.26
2013,May,31,5/31/2013,9.48,16.9,1.6,0,57.96,4.11,0.29,230.04,19.79,759.15
2013,Jun,1,6/1/2013,9.42,16.1,2.5,0,59.42,3.17,1.32,192.67,16.57,758.58
2013,Jun,2,6/2/2013,8.65,17.2,1.7,0,70.25,2.4,3.09,147.04,12.65,760.57
2013,Jun,3,6/3/2013,8.52,15.7,1.1,1.4,75.62,2.17,4.08,143.12,12.31,761.16
2013,Jun,4,6/4/2013,9.98,17,4.6,0,70.96,3.08,4.41,185.29,15.94,759.78
2013,Jun,5,6/5/2013,8.86,14.5,5.4,1.6,76.46,1.6,4.74,91.88,7.9,758.31
2013,Jun,6,6/6/2013,6.86,14.8,2.3,1,82.96,1.85,3.94,124.46,10.7,760.76
2013,Jun,7,6/7/2013,8.25,14.7,3.8,1.2,78.58,2.01,4.42,123.17,10.59,762.27
2013,Jun,8,6/8/2013,7.64,13.1,2.7,0.2,77.25,1.77,3.66,118.25,10.17,762.02
2013,Jun,9,6/9/2013,8.18,15.3,2.7,0,75.75,2.02,3.8,129.33,11.12,761.94
2013,Jun,10,6/10/2013,8.14,16.4,1.5,0,74.83,1.98,3.55,123.12,10.59,760.76
2013,Jun,11,6/11/2013,7.68,15.1,1.7,0,78.04,2,3.76,127.71,10.98,761.58
2013,Jun,12,6/12/2013,8.53,13.8,3.7,0,78.71,1.92,4.86,120.67,10.38,761.2
2013,Jun,13,6/13/2013,9.24,15.7,5.7,1.4,78.46,2.07,5.37,134.46,11.57,759.85
2013,Jun,14,6/14/2013,8.45,17.5,2.4,0,72.79,2.33,3.26,148.96,12.81,760.42
2013,Jun,15,6/15/2013,8.27,17,0.5,0,68.92,2.5,2.13,155.75,13.4,760.05
2013,Jun,16,6/16/2013,9.07,17.4,2.2,0,68.04,2.78,2.95,174.67,15.02,758.95
2013,Jun,17,6/17/2013,8.04,15.7,1.5,0,72,2.17,2.85,129.17,11.11,759.2
2013,Jun,18,6/18/2013,8.42,15.7,1.9,0,71.58,2.19,3.08,137.12,11.79,759.37
2013,Jun,19,6/19/2013,8.18,13.2,5.2,0.4,78.42,1.53,4.49,93.38,8.03,758.48
2013,Jun,20,6/20/2013,6.53,12.4,2,0.8,82.58,1.39,3.64,97.75,8.41,760.82
2013,Jun,21,6/21/2013,7.64,14.8,1.2,0,74.5,1.95,3,123.54,10.63,761.66
2013,Jun,22,6/22/2013,7.19,13.8,1.3,1.2,78.46,1.68,3.5,107.29,9.23,760.32
2013,Jun,23,6/23/2013,7.65,15.4,1.7,0,76.04,2.25,3.31,131.96,11.35,761.28
2013,Jun,24,6/24/2013,8.73,15.7,1.9,0,70.75,2.44,3.17,152.5,13.12,760.71
2013,Jun,25,6/25/2013,9.95,16.5,5.3,1.4,70.62,3.01,4.32,194.71,16.75,758.16
2013,Jun,26,6/26/2013,9.05,16.5,2.2,0,59.96,3.85,0.1,215.21,18.51,759.55
2013,Jun,27,6/27/2013,8.89,18.6,0.3,0,49.33,3.76,-3.32,226.92,19.52,761.74
2013,Jun,28,6/28/2013,9.27,19.1,0.9,0,41.5,4.03,-5.7,223.58,19.23,760.49
2013,Jun,29,6/29/2013,9.36,19.9,0.2,0,48.71,4.02,-2.95,227.62,19.58,759.02
2013,Jun,30,6/30/2013,8.72,16.1,1.4,0,63.12,2.56,1.42,155.17,13.35,759.07
2013,Jul,1,7/1/2013,8.72,15.7,1.9,0,72.17,2.52,3.63,146.29,12.58,759.61
2013,Jul,2,7/2/2013,8.87,15.4,3.8,0,72.29,2.09,3.78,122.29,10.52,759.55
2013,Jul,3,7/3/2013,9.05,15.6,5.1,0,72.12,2.08,3.97,116.54,10.02,758.36
2013,Jul,4,7/4/2013,8.15,14.1,3.2,0.6,74.71,2.07,3.65,121.54,10.45,760.05
2013,Jul,5,7/5/2013,9.02,14.8,3.8,0,72.83,1.61,4.1,103.75,8.92,760.63
2013,Jul,6,7/6/2013,8.8,16.8,3,0,69.71,2.71,2.9,172.67,14.85,759.67
2013,Jul,7,7/7/2013,7.96,16.9,0.2,0,65.17,3.46,0.52,234.62,20.18,761.1
2013,Jul,8,7/8/2013,7.86,15.9,0.4,0.2,65.33,3.16,1.08,202.12,17.39,762.69
2013,Jul,9,7/9/2013,9.01,18.5,0.8,0,63.83,3.22,1.57,205.92,17.71,761.83
2013,Jul,10,7/10/2013,9.57,17.8,1.8,0,63.62,2.91,2.02,176.38,15.17,759.83
2013,Jul,11,7/11/2013,9.62,17.7,2.6,0,62.62,3.71,1.9,229.08,19.7,758.75
2013,Jul,12,7/12/2013,8.73,17.8,1.7,0,67.88,2.95,2.33,187.67,16.14,759.02
2013,Jul,13,7/13/2013,8.36,15.8,1.8,0,70.21,1.99,2.7,123.96,10.66,759.42
2013,Jul,14,7/14/2013,8.1,13.9,4,0,73.62,2.36,3.41,144.79,12.45,759.98
2013,Jul,15,7/15/2013,5.97,11.6,2.1,0.8,80.29,1.85,2.68,124.67,10.72,762.81
2013,Jul,16,7/16/2013,6.4,13.7,0.5,0,74.54,1.95,1.59,139.58,12.01,764.53
2013,Jul,17,7/17/2013,8.38,15.6,0.2,0.2,64.62,2.89,1.32,177.83,15.3,762.55
2013,Jul,18,7/18/2013,10.05,15.1,5.5,0,58.12,2.99,1.78,126.71,10.9,759.15
2013,Jul,19,7/19/2013,9.06,16.9,2.8,0,58.04,3.16,0.52,186.21,16.02,759.24
2013,Jul,20,7/20/2013,8.8,15.7,2.8,0,61.83,3.01,1.24,161.67,13.91,759.43
2013,Jul,21,7/21/2013,8.38,17.7,0.6,0,64.79,3.23,1.4,190.25,16.36,759.38
2013,Jul,22,7/22/2013,9.52,18.1,2.3,0,57.12,3.97,-0.13,239.79,20.62,759.99
2013,Jul,23,7/23/2013,7.91,14.2,2.5,0,68.21,1.91,2.15,102.08,8.78,759.54
2013,Jul,24,7/24/2013,8.33,15.7,1.4,0,68.71,1.9,2.38,126,10.84,759.76
2013,Jul,25,7/25/2013,8.26,15.9,2.3,0,66.5,2.89,1.69,168.04,14.45,760.97
2013,Jul,26,7/26/2013,7.73,16.5,-0.2,0,59.08,3.76,-0.87,245.71,21.13,763.78
2013,Jul,27,7/27/2013,8.8,18.2,0.2,0,56.71,3.15,-0.55,199.75,17.18,763.3
2013,Jul,28,7/28/2013,9.69,18.6,2.2,0,54.38,4.18,-0.74,245.21,21.09,760.77
2013,Jul,29,7/29/2013,8.85,18.7,-0.1,0,57.67,3.92,-0.76,244.29,21.01,762.03
2013,Jul,30,7/30/2013,9.12,18.4,0.3,0,57.79,3.89,-0.23,246,21.16,761.86
2013,Jul,31,7/31/2013,9.46,18.9,1.3,0,56.62,3.94,-0.03,240.17,20.66,760.29
2013,Ago,1,8/1/2013,8.87,16.7,0.7,0,59.5,2.85,0.53,154.42,13.28,759.79
2013,Ago,2,8/2/2013,9.26,15.7,1.9,0,67.08,2.27,3.02,135.42,11.65,759.9
2013,Ago,3,8/3/2013,9.6,16.4,4.1,0,68.21,2.41,3.55,137.67,11.84,759.94
2013,Ago,4,8/4/2013,10.5,19.4,2.2,0,61.12,3.7,2.33,216.58,18.63,759.54
2013,Ago,5,8/5/2013,10.64,17.4,4.1,0,63.71,3.27,3.42,188.83,16.24,757.99
2013,Ago,6,8/6/2013,10.11,17.9,3.9,0,65.58,3.41,3.25,200.29,17.23,758.9
2013,Ago,7,8/7/2013,10.47,18.2,2.5,0,59.46,3.29,1.75,180.88,15.56,758.57
2013,Ago,8,8/8/2013,10.92,18.1,3.1,0,55.54,3.21,1.07,162.21,13.95,756.08
2013,Ago,9,8/9/2013,10.28,17,3.9,0.6,55.12,3.12,1.03,159.5,13.72,756.18
2013,Ago,10,8/10/2013,9.66,15.4,4.4,0,60.75,2.27,1.84,125.12,10.76,758.15
2013,Ago,11,8/11/2013,10.54,19.5,3.3,0,56.92,3.76,0.55,229.71,19.76,758.19
2013,Ago,12,8/12/2013,10.68,20.2,2.4,0,53.83,4.3,-0.35,253.46,21.8,756.64
2013,Ago,13,8/13/2013,10.53,19.2,2.3,0,54.33,4.14,0.58,229.54,19.74,756.73
2013,Ago,14,8/14/2013,9.8,17.2,1.8,0,59.71,3.62,1.51,205.33,17.66,758.3
2013,Ago,15,8/15/2013,10.73,19.6,3.8,0,63.17,4.14,2.92,238.5,20.51,757.78
2013,Ago,16,8/16/2013,11.9,21.7,5.4,0,59,4.15,2.29,252.54,21.72,756.58
2013,Ago,17,8/17/2013,10.43,18.9,3.1,0,60.92,4.25,2.38,264.75,22.77,757.44
2013,Ago,18,8/18/2013,10.54,19.9,2.6,0,58.75,4.16,1.55,261.5,22.49,757.45
2013,Ago,19,8/19/2013,10.29,21.1,1.8,0,57.71,4.37,0.3,270,23.22,757.84
2013,Ago,20,8/20/2013,10.41,20,2.6,0,55.08,4.52,-0.35,263.12,22.63,758.16
2013,Ago,21,8/21/2013,11.22,19.4,4.4,0,58.5,4.26,2.43,243.96,20.98,756.92
2013,Ago,22,8/22/2013,10.91,19.6,3.4,0,60.42,3.44,2.52,207.58,17.85,754.95
2013,Ago,23,8/23/2013,8.54,13.5,4.9,1.6,75.79,2.08,4.37,124.83,10.74,755.68
2013,Ago,24,8/24/2013,6.83,8.9,5.1,4.4,85.58,1.03,4.56,73.92,6.36,758.65
2013,Ago,25,8/25/2013,8.99,14.4,5.6,2.4,65.67,2.77,1.96,156.88,13.49,761.58
2013,Ago,26,8/26/2013,9.55,16.8,2.2,0,60.83,3.29,1.46,209.71,18.04,760.07
2013,Ago,27,8/27/2013,9.58,15.2,5.6,3.8,70.21,2.41,4.21,132.88,11.43,758.02
2013,Ago,28,8/28/2013,5.47,8.3,3.8,9.2,86.62,0.84,3.41,69.88,6.01,762.98
2013,Ago,29,8/29/2013,7.59,13.4,3.6,0.2,75.79,2.04,3.21,126.17,10.85,765.12
2013,Ago,30,8/30/2013,9.12,17.4,1.2,0,62.42,3.76,1.1,248.67,21.39,762.03
2013,Ago,31,8/31/2013,9.5,18,2.8,0,62.54,3.87,1.56,240.21,20.66,759.81
2013,Set,1,9/1/2013,11.11,20.3,2.2,0,55.96,5.09,0.62,297.25,25.57,757.9
2013,Set,2,9/2/2013,10.41,19.6,1.7,0,48.83,4.97,-3.35,299.96,25.8,757.6
2013,Set,3,9/3/2013,10.42,19.6,2.7,0,52,4.85,-1.31,294.12,25.3,758.06
2013,Set,4,9/4/2013,10.71,19,2.4,0,54.67,4.45,0.57,272.17,23.41,759.01
2013,Set,5,9/5/2013,11.41,19.8,4.1,0.4,57.33,4.78,2.16,277.54,23.87,758.35
2013,Set,6,9/6/2013,11.76,21.1,3.8,0.4,57.79,4.7,2.28,275.5,23.7,757.55
2013,Set,7,9/7/2013,11.63,20.3,4,0,55.88,4.78,1.57,279.54,24.04,757.17
2013,Set,8,9/8/2013,10.68,18.5,2.8,0,58.29,4.51,1.85,259.67,22.33,758.15
2013,Set,9,9/9/2013,10.88,18.2,4.2,0,58.75,4.12,2.34,246,21.16,758.96
2013,Set,10,9/10/2013,11.57,18.6,6.2,0,60.92,5.13,3.67,300.54,25.85,758
2013,Set,11,9/11/2013,9.88,17.7,4.1,0,67.86,2.78,3.65,163.36,14.05,756.87
2013,Set,12,9/12/2013,9.06,17.3,3.4,3.8,73.88,2.9,4.29,181.33,15.6,755.89
2013,Set,13,9/13/2013,10.37,18.1,3.2,0.2,69.33,2.93,4.36,184.04,15.83,755.96
