Año,Mes,Dia,Fecha,Tｰ Media,TｰMaxima,TｰMinima,Lluvia,%Humedad,Evapotransp,Pto rocio,RadSolar,EnerSolar,PresionBarom
2014,Nov,19,11/19/2014,14.07,20.6,8.9,0,53.46,5.94,3.88,338.5,29.11,750.41
2014,Nov,20,11/20/2014,13.67,21.4,5.6,0,58.17,5.45,4.86,310,26.66,750.18
2014,Nov,21,11/21/2014,12.65,19.4,7.2,4.6,69.17,3.39,6.7,215.21,18.51,751.24
2014,Nov,22,11/22/2014,13.03,17.6,9.3,1.4,67.58,3.13,6.94,187.75,16.15,752.33
2014,Nov,23,11/23/2014,12.54,16.8,8.3,0.2,68.17,2.73,6.5,162.92,14.01,752.39
2014,Nov,24,11/24/2014,13.84,21.3,7.7,0.8,59.46,5.76,4.78,338.33,29.1,752.3
2014,Nov,25,11/25/2014,14.28,21.5,7.7,0,55.88,5.21,4.34,299.75,25.78,750.91
2014,Nov,26,11/26/2014,14.11,22.6,6.1,0,50.83,6.54,1.24,334.04,28.73,750.49
2014,Nov,27,11/27/2014,13.53,20.6,6.6,0,60.96,4.3,5.3,249.88,21.49,751.53
2014,Nov,28,11/28/2014,13.09,18.7,9.7,0,61.38,3.87,5.42,203.62,17.51,752.25
2014,Nov,29,11/29/2014,12.94,19.3,5.6,0,60.96,4.83,5.1,271.96,23.39,753.26
2014,Nov,30,11/30/2014,11.39,16,8.7,0,72.7,1.12,6.57,172.6,14.85,753.44
2014,Dic,1,12/1/2014,12.015,18.317,6.75,8.633,70.86,3.68,5.97,221.235,7.932,630.437
2014,Dic,2,12/2/2014,11.803,18.45,6.983,4.333,72.51,3.647,6.377,224.682,8.212,630.957
2014,Dic,3,12/3/2014,11.813,18.567,6.917,8.467,72.788,3.76,6.47,240.058,8.688,631.235
2014,Dic,4,12/4/2014,11.34,17.033,6.717,5.733,75.598,3.188,6.788,209.71,8.34,631.843
2014,Dic,5,12/5/2014,12.432,18.333,7.417,1.5,70.635,3.893,6.722,241.995,11.038,631.407
2014,Dic,6,12/6/2014,12.112,18.533,8.067,4.4,73.972,3.865,7.293,253.492,12.527,630.593
2014,Dic,7,12/7/2014,11.743,17.233,7.9,9.133,76.665,3.122,7.582,203.468,8.927,630.723
2014,Dic,8,12/8/2014,11.987,18.167,7.55,3.967,75.673,3.485,7.568,223.323,8.428,630.775
2014,Dic,9,12/9/2014,11.913,17.95,7.483,3.9,76.847,3.22,7.697,202.502,6.297,631.035
2014,Dic,10,12/10/2014,12.05,17.3,7.567,2.533,74.66,3.112,7.403,197.48,6.638,631.115
2014,Dic,11,12/11/2014,13.3,21,6.4,0.6,65.42,4.53,6.26,274.5,23.61,753.27
2014,Dic,12,12/12/2014,13.51,21.7,7.8,4.2,67.67,5.28,7,325.62,28.01,752.85
2014,Dic,13,12/13/2014,12.61,19.9,6.5,1.6,68.25,4.63,6.42,306.67,26.38,752.77
2014,Dic,14,12/14/2014,13.69,19.1,8.8,0.4,63.08,4.59,6.3,279.33,24.03,751.38
2014,Dic,15,12/15/2014,12.03,18.4,8,12.8,75.12,3.59,7.46,237.25,20.41,752.59
2014,Dic,16,12/16/2014,10.73,17.9,7.4,25.6,82.46,3.28,7.62,228.75,19.68,755.7
2014,Dic,17,12/17/2014,10.23,16.8,5.4,14.4,79.75,3.1,6.63,199.79,17.18,756.92
2014,Dic,18,12/18/2014,10.72,16.2,7.4,7,76.12,2.23,6.5,149.58,12.87,755.03
2014,Dic,19,12/19/2014,10.95,17.4,6.8,7,79.48,3.22,7.23,254.04,21.85,754.31
2014,Dic,20,12/20/2014,12.6,19.6,6.7,0,70.5,4.75,6.79,297.08,25.55,752.49
2014,Dic,21,12/21/2014,14,19.6,9.2,0.2,62.71,5.55,6.07,325.96,28.04,750.9
2014,Dic,22,12/22/2014,12.52,17.2,8.7,0.4,72.96,3.18,7.6,182.17,15.67,751.53
2014,Dic,23,12/23/2014,12.38,17.2,8.5,2.6,77.12,3.19,8.28,201.33,17.32,753.17
2014,Dic,24,12/24/2014,12.54,17.5,8.2,1.4,74.75,3.18,8,189.38,16.29,753.64
2014,Dic,25,12/25/2014,12.86,17.7,7.6,2.4,74.5,3.06,8.32,195.17,16.79,752.91
2014,Dic,26,12/26/2014,12.07,18.1,8.1,4.2,77.08,3.52,7.9,228.92,19.69,754.2
2014,Dic,27,12/27/2014,12.82,19.4,8.2,15,77,3.92,8.55,257.25,22.13,755.02
2014,Dic,28,12/28/2014,10.32,14,7.4,9.6,82.67,2.4,7.45,164.12,14.12,756.02
2014,Dic,29,12/29/2014,11.22,15.8,7.3,1,80.5,2.84,7.84,180,15.48,756.6
2014,Dic,30,12/30/2014,10.65,15.6,8,6.2,82.71,2.16,7.75,141.42,12.16,755.52
2014,Dic,31,12/31/2014,10.69,13.6,8.1,14.4,83.79,2.05,8,143.88,12.38,755.39
2015,Ene,1,1/1/2015,11.12,16.2,7.4,0.2,77.5,2.5,7.17,170.17,14.64,755.27
2015,Ene,2,1/2/2015,11.82,15.9,8.7,3,77.5,3.12,7.92,180,15.48,754.52
2015,Ene,3,1/3/2015,10.67,14.4,7.8,2.8,80.96,2.12,7.48,149.17,12.83,755.8
2015,Ene,4,1/4/2015,8.47,11.6,5.8,5,83.5,1.57,5.8,121.46,10.45,759.78
2015,Ene,5,1/5/2015,9.78,13.3,7.2,3,86,1.84,7.48,139.75,12.02,758.49
2015,Ene,6,1/6/2015,10.53,16.2,6.9,3.8,81.96,2.87,7.45,194.12,16.7,757
2015,Ene,7,1/7/2015,11.59,17.3,7,1.2,73.25,3.42,6.69,224.38,19.3,755.86
2015,Ene,8,1/8/2015,11.3,16.3,7.1,0.2,79.33,2.92,7.71,194.21,16.7,754.8
2015,Ene,9,1/9/2015,11.69,17.7,8.2,10.2,78,3.75,7.75,266.71,22.94,755.86
2015,Ene,10,1/10/2015,10.36,15.7,5,17.4,77.92,3.19,6.47,226.04,19.44,758.15
2015,Ene,11,1/11/2015,10.61,17.6,5.1,7.6,77.12,3.62,6.5,254.33,21.88,757.55
2015,Ene,12,1/12/2015,10.82,17.9,5.8,15.6,74.54,4.29,6.14,294,25.29,756.21
2015,Ene,13,1/13/2015,9.4,13.9,6.1,0.4,81.96,2,6.37,150.71,12.96,756.59
2015,Ene,14,1/14/2015,11.19,17.5,4.6,1.4,71.38,3.98,5.54,279.25,24.02,756.67
2015,Ene,15,1/15/2015,11.74,17.7,6.3,0.6,73.88,4.09,6.93,275.33,23.68,755.26
2015,Ene,16,1/16/2015,12.58,18.6,8,0.6,72.17,4.39,7.37,275.17,23.67,754.68
2015,Ene,17,1/17/2015,11.5,18.4,7.6,8,74.88,3.58,6.96,238.29,20.5,754.39
2015,Ene,18,1/18/2015,10.83,17.6,6.1,15.6,77.88,3.25,6.84,232.75,20.02,756.28
2015,Ene,19,1/19/2015,11.8,18.1,6.6,2,74.17,4.75,7.04,331.71,28.53,755.2
2015,Ene,20,1/20/2015,9.95,14.6,6.4,24.4,81.71,2.25,6.82,160.21,13.78,754.92
2015,Ene,21,1/21/2015,11.08,15.5,7.5,1.6,82,2.89,7.95,200.08,17.21,756.39
2015,Ene,22,1/22/2015,11.98,19.4,7.8,9.8,74.75,4.42,7.32,307.62,26.46,755.48
2015,Ene,23,1/23/2015,12.03,17.7,8.4,3.6,78.92,3.46,8.24,243.96,20.98,755.05
2015,Ene,24,1/24/2015,11.79,16.3,8.4,9.6,78.46,3.35,7.95,227.54,19.57,754.62
2015,Ene,25,1/25/2015,11.11,18.1,6.1,24.8,77.38,5.28,6.87,379.17,32.61,754.94
2015,Ene,26,1/26/2015,11.14,17.7,7.1,9.8,79.33,3.59,7.49,242.83,20.89,753.97
2015,Ene,27,1/27/2015,9.58,15.1,5.1,13.2,83.62,2.58,6.8,183.96,15.82,756.07
2015,Ene,28,1/28/2015,10.85,15.7,7.9,4.4,83.33,2.6,7.99,173.04,14.88,755.16
2015,Ene,29,1/29/2015,11.75,17.8,7.3,0.2,76.83,2.98,7.63,200.96,17.28,754.89
2015,Ene,30,1/30/2015,11.23,17.4,7.2,10.2,78.96,3.12,7.47,223.29,19.21,755
2015,Ene,31,1/31/2015,10.75,15.6,6.9,5,80.71,3.16,7.39,197.75,17.01,756.88
2015,Feb,1,2/1/2015,11.71,16.2,7.4,2.2,78.92,3.93,7.98,274.83,23.64,756.42
2015,Feb,2,2/2/2015,12.15,19.1,6.5,0,70.17,5.09,6.23,347.92,29.93,756.52
2015,Feb,3,2/3/2015,12.57,19.6,6.9,0,70.75,5.28,6.86,349.79,30.09,755.19
2015,Feb,4,2/4/2015,13.47,19.8,9.1,0.4,70.25,4.7,7.76,305.75,26.3,752.38
2015,Feb,5,2/5/2015,12.84,20,7.5,0,71.38,4.35,7.43,299.54,25.76,752.77
2015,Feb,6,2/6/2015,13.01,19.4,7.4,0,71.42,4.74,7.55,303.75,26.13,753.07
2015,Feb,7,2/7/2015,11.2,16.9,8.5,8.4,83.71,2.52,8.34,178.75,15.37,752.53
2015,Feb,8,2/8/2015,11.41,16.3,8.1,0.8,81.75,2.54,8.25,167.33,14.39,754.55
2015,Feb,9,2/9/2015,11.78,15.8,8.8,0.4,80.12,2.29,8.34,148,12.73,753.42
2015,Feb,10,2/10/2015,10.8,14.5,7.5,5.2,84.33,1.91,8.2,149.75,12.88,754.18
2015,Feb,11,2/11/2015,10.14,13.2,7.7,7.4,86.04,1.51,7.87,121.88,10.48,757.08
2015,Feb,12,2/12/2015,11.05,15.7,8.1,3.8,82.96,2.13,8.17,151.38,13.02,757.64
2015,Feb,13,2/13/2015,12.4,17.2,8.2,0,78.67,3.17,8.56,205.33,17.66,756.31
2015,Feb,14,2/14/2015,11.77,15.4,8.4,2,81.54,1.87,8.61,130.71,11.24,755.29
2015,Feb,15,2/15/2015,10.52,13.2,8.9,8.4,88.88,1.49,8.72,112,9.63,755.45
2015,Feb,16,2/16/2015,11.61,16.8,9,0.8,83.88,2.19,8.85,148.54,12.78,755.52
2015,Feb,17,2/17/2015,10.24,16.3,6.8,19,84.58,2.48,7.61,181.79,15.64,756.12
2015,Feb,18,2/18/2015,11.93,19.6,5.9,0.6,73.88,4.59,6.79,303.54,26.11,754.61
2015,Feb,19,2/19/2015,13.13,20.7,6.6,0,64.92,5.47,5.53,346.58,29.81,751.86
2015,Feb,20,2/20/2015,12.95,19.1,7.9,1.2,72.62,4.51,7.85,298.88,25.71,750.46
2015,Feb,21,2/21/2015,10.28,18.2,6.8,21.6,82.79,3.17,7.23,232.25,19.98,754.29
2015,Feb,22,2/22/2015,10.82,16.9,6.8,2.6,80.75,2.93,7.45,195.67,16.83,756.33
2015,Feb,23,2/23/2015,11.41,18.1,7.6,2.4,83.29,3.11,8.49,225.62,19.41,755.11
2015,Feb,24,2/24/2015,11.7,17.4,8,9.2,80.12,3.33,8.2,218.33,18.78,754.77
2015,Feb,25,2/25/2015,11.67,19.3,7.4,8,76,4.54,7.25,312.62,26.89,754.74
2015,Feb,26,2/26/2015,11.85,18.2,6.9,0,75.58,4.45,7.33,304.83,26.22,754.87
2015,Feb,27,2/27/2015,11.33,16.8,7.4,2.6,77.67,3.24,7.27,220.21,18.94,755.11
2015,Feb,28,2/28/2015,12.5,18.1,8.8,0,76.38,3.84,8.11,270.04,23.23,754.48
2015,Mar,1,3/1/2015,11.38,16.7,6.4,14.2,78.17,3.32,7.52,218.58,18.8,755.31
2015,Mar,2,3/2/2015,11.55,18.1,8.4,3,81.12,2.52,8.3,170.38,14.65,753.72
2015,Mar,3,3/3/2015,12.38,17.6,8.2,1.6,76.83,3.37,8.22,229.12,19.71,753.35
2015,Mar,4,3/4/2015,11.53,17.6,7.9,5,79.67,3.02,7.97,205.29,17.66,753.18
2015,Mar,5,3/5/2015,9.95,14.3,6.7,24.2,86.46,1.67,7.71,139.38,11.99,755.45
2015,Mar,6,3/6/2015,11.6,16.4,7.2,0,81.04,2.59,8.31,172.17,14.81,755.24
2015,Mar,7,3/7/2015,12.04,16.9,8.4,1,80.79,2.61,8.71,169.96,14.62,754.28
2015,Mar,8,3/8/2015,12,18.3,7.9,0,79,3.35,8.17,226.25,19.46,754.21
2015,Mar,9,3/9/2015,12.22,18.3,6.7,0,75.71,4.08,7.75,271.42,23.34,754.37
2015,Mar,10,3/10/2015,12.36,19.2,7.9,1,77.62,3.65,8.23,240.75,20.71,754.94
2015,Mar,11,3/11/2015,12.68,19.4,7.4,1.2,74.96,3.9,7.97,273.33,23.51,755.1
2015,Mar,12,3/12/2015,13.43,20.7,8.8,11,73.96,4.76,8.23,315.79,27.16,752.8
2015,Mar,13,3/13/2015,12.69,19.5,7.7,0.4,75.75,3.93,8.13,280.04,24.09,752.49
2015,Mar,14,3/14/2015,11.28,17.6,8.4,7.8,82.92,3.02,8.33,216.46,18.62,753.06
2015,Mar,15,3/15/2015,11.23,17.6,6.2,0.2,80.58,2.71,7.67,183.21,15.76,756.14
2015,Mar,16,3/16/2015,11.58,16.9,8.7,1,76.33,2.75,7.45,166.58,14.33,755.69
2015,Mar,17,3/17/2015,12.12,17.7,8,0,78.25,3.12,8.27,188.58,16.22,755.27
2015,Mar,18,3/18/2015,11.24,14.4,8.7,1.4,80.96,2.1,8.04,140.88,12.12,755.07
2015,Mar,19,3/19/2015,10.83,17.4,6.6,9.2,79.67,2.43,7.22,172.42,14.83,756.62
2015,Mar,20,3/20/2015,12.03,19,8.3,5,78.12,3.87,7.97,269.88,23.21,755.73
2015,Mar,21,3/21/2015,10.72,16.1,8.2,2.2,83.21,2.1,7.89,150.08,12.91,756.03
2015,Mar,22,3/22/2015,11.98,18.2,7.9,0.2,75.83,4.56,7.49,308.83,26.56,756.13
2015,Mar,23,3/23/2015,11.74,17.9,7.6,0,74.88,4.71,7.16,322.75,27.76,755.82
2015,Mar,24,3/24/2015,10.65,16.9,5.1,0,71.83,3.83,5.36,253.12,21.77,757.45
2015,Mar,25,3/25/2015,10.61,15.2,6.3,1.8,77.75,2.37,6.72,143.54,12.35,756.72
2015,Mar,26,3/26/2015,11.4,17.1,7.1,0.6,73.17,3.05,6.48,172.62,14.85,755.56
2015,Mar,27,3/27/2015,10.1,15.3,6.1,0,78.25,2.14,6.21,145.96,12.55,756.99
2015,Mar,28,3/28/2015,11.6,18.1,6.2,0,72.12,3.52,6.28,242.12,20.82,758.27
2015,Mar,29,3/29/2015,11.91,18.6,6.8,0,74,3.78,7.17,238.71,20.53,756.48
2015,Mar,30,3/30/2015,11.92,19,7.2,0,74.38,3.47,7.06,226.25,19.46,755.38
2015,Mar,31,3/31/2015,11.02,16.6,7.1,0,77.12,2.75,6.92,173.42,14.92,755.73
2015,Abr,1,4/1/2015,11.59,15.9,8.5,0.4,76.88,2.18,7.48,138.38,11.9,756.58
2015,Abr,2,4/2/2015,11.87,16.9,8.5,0,76.42,2.23,7.7,128.04,11.01,756.62
2015,Abr,3,4/3/2015,12.36,18,7.8,5,74.62,3.71,7.69,253.33,21.79,754.89
2015,Abr,4,4/4/2015,11.17,17.8,6.2,0,79.54,2.73,7.5,190.12,16.35,753.74
2015,Abr,5,4/5/2015,11.97,17.8,7.3,0.2,75.79,3.14,7.58,188.33,16.2,753.74
2015,Abr,6,4/6/2015,10.25,16.6,6.5,6.8,82.38,2.17,7.26,139.5,12,755.89
2015,Abr,7,4/7/2015,11.57,17.6,8.3,4.8,80.96,3.08,8.18,215.92,18.57,756.05
2015,Abr,8,4/8/2015,9.56,15.7,6.4,1.2,86.96,1.86,7.42,131.33,11.3,755.7
2015,Abr,9,4/9/2015,7.59,9.2,6.2,11.4,88.88,0.8,5.87,56.17,4.83,759.92
2015,Abr,10,4/10/2015,9.01,15.3,5.5,2.4,82.62,1.68,6.08,123,10.58,760.92
2015,Abr,11,4/11/2015,9.34,12.9,7.4,4.6,86.12,1.42,7.06,107.46,9.24,759.49
2015,Abr,12,4/12/2015,10.01,14.3,7.7,9.4,85.12,1.58,7.5,105,9.03,758.75
2015,Abr,13,4/13/2015,10.18,15.1,7.3,6,82.38,2.29,7.16,157.25,13.53,759.01
2015,Abr,14,4/14/2015,11.43,16.3,8.2,0,76.21,2.9,7.22,197.12,16.95,757.58
2015,Abr,15,4/15/2015,10.37,16.5,5.3,0,76.42,2.87,6.16,194.33,16.72,757.35
2015,Abr,16,4/16/2015,10.18,15.3,7.7,0.6,79.29,2.25,6.6,155.33,13.36,757.5
2015,Abr,17,4/17/2015,11.32,17.7,6.4,0,75.42,3.55,6.79,233.12,20.05,756.3
2015,Abr,18,4/18/2015,10.24,14.3,7.6,0.4,83.62,1.51,7.52,108.62,9.34,755.82
2015,Abr,19,4/19/2015,10.44,15.4,7.4,0.2,82.5,2.05,7.43,122.96,10.58,756.33
2015,Abr,20,4/20/2015,9.53,15.7,5.8,1,82.75,1.67,6.56,111.29,9.57,757.05
2015,Abr,21,4/21/2015,9.86,14.7,6.2,0,79.62,1.94,6.28,132.08,11.36,758.07
2015,Abr,22,4/22/2015,9.87,15.6,4.9,0,76.54,2.53,5.64,158.67,13.65,758.46
2015,Abr,23,4/23/2015,10.04,15.6,5.4,0,77.42,2.56,5.96,186.04,16,758.8
2015,Abr,24,4/24/2015,11.17,16.6,7.2,0,77.71,2.5,7.18,158.21,13.61,758.56
2015,Abr,25,4/25/2015,10.85,16.2,6.8,0,77.75,2.65,6.82,171.5,14.75,758.8
2015,Abr,26,4/26/2015,11.32,18,6.6,0,76,3.24,6.88,224.75,19.33,758.09
2015,Abr,27,4/27/2015,11.56,17.1,7.2,0,75.83,2.72,7.22,165.5,14.23,756.18
2015,Abr,28,4/28/2015,11.12,16.5,8.3,0,79.25,2.38,7.5,161.29,13.87,755.71
2015,Abr,29,4/29/2015,10.98,16.9,7.7,0,77.29,2.67,6.89,173.83,14.95,756.08
2015,Abr,30,4/30/2015,10.69,17.2,6.5,0,77.83,2.21,6.72,147,12.64,756.85
2015,May,1,5/1/2015,10.92,16,7.1,0,78,2.05,7.06,130.54,11.23,756.22
2015,May,2,5/2/2015,10.4,18.6,4.8,0.2,77.25,3.44,6.05,221,19.01,755.4
2015,May,3,5/3/2015,10.85,18.7,4.9,0,74.17,2.95,5.95,182.62,15.71,755.12
2015,May,4,5/4/2015,11.09,19.6,5.3,0,71.79,3.95,5.59,263.79,22.69,756.2
2015,May,5,5/5/2015,10.18,17.1,5.9,0,78.46,2.26,6.34,134.38,11.56,757.14
2015,May,6,5/6/2015,9.58,17.2,2.2,0,77.5,2.75,5.56,172.88,14.87,758.68
2015,May,7,5/7/2015,9.09,14.8,4.5,1.6,82.42,1.5,6.12,99.12,8.53,758.62
2015,May,8,5/8/2015,10.29,16.4,5.9,0.2,79,1.98,6.55,122.42,10.53,758.6
2015,May,9,5/9/2015,10.95,18.3,5.9,0,74.46,2.51,6.23,152.75,13.14,757.09
2015,May,10,5/10/2015,10.35,18.1,5,0,75.17,2.25,5.77,148.29,12.75,757.43
2015,May,11,5/11/2015,8.68,15.9,2.9,0.8,81.29,1.95,5.42,131.96,11.35,758.81
2015,May,12,5/12/2015,10.81,17.5,6.4,0.2,77.62,2.44,6.74,158.04,13.59,757.82
2015,May,13,5/13/2015,10.22,15.2,6.7,1.8,77.38,2.12,6.28,124.58,10.72,756.47
2015,May,14,5/14/2015,10.43,16.2,5.2,0.6,71,2.99,4.95,170.42,14.66,757.39
2015,May,15,5/15/2015,8.51,13.4,5.1,2,79.33,1.47,5,100.38,8.63,758.04
2015,May,16,5/16/2015,7.23,12.7,4.6,0.2,82.62,1.56,4.37,113.04,9.72,761.62
2015,May,17,5/17/2015,9.05,14.9,5.2,2,77.08,2.2,5.01,145.38,12.5,762.31
2015,May,18,5/18/2015,9.34,15.3,4.9,0.2,74.33,2.23,4.7,126.62,10.89,761.12
2015,May,19,5/19/2015,9.6,17.1,3,0.2,73.21,2.31,4.65,157.21,13.52,760.5
2015,May,20,5/20/2015,9.34,17.8,2.7,0,72.04,2.84,4.03,179.08,15.4,759.61
2015,May,21,5/21/2015,9.91,17.5,3.8,0,70.21,3.23,4.18,207.17,17.82,759.05
2015,May,22,5/22/2015,9.17,16.7,2.1,0,72.38,2.83,3.96,173.58,14.93,759.52
2015,May,23,5/23/2015,8.7,17.4,2.8,0,75.67,2.19,4.19,142.08,12.22,760.22
2015,May,24,5/24/2015,8.97,16.6,1.7,0.2,76.38,2.25,4.65,149.92,12.89,759.46
2015,May,25,5/25/2015,8.96,15.1,4.1,0,78.5,1.99,5.21,125.88,10.83,758.97
2015,May,26,5/26/2015,8.85,15.6,1.7,0.2,77.88,1.84,4.85,101.62,8.74,759.7
2015,May,27,5/27/2015,10.89,18.2,5.5,0,67.08,3.68,4.12,227.67,19.58,757.98
2015,May,28,5/28/2015,8.75,15.2,3.2,0,76.33,1.95,4.53,118.25,10.17,758.25
2015,May,29,5/29/2015,10.18,17.6,5,0,73.58,2.74,5.18,174.46,15.01,757.43
2015,May,30,5/30/2015,9.9,16.6,3.9,0,73.75,2.16,4.94,117.88,10.14,756.46
2015,May,31,5/31/2015,8.91,14.2,4.9,2.8,81.58,1.82,5.8,117.54,10.11,758.22
2015,Jun,1,6/1/2015,8.65,15,3.4,0.2,81.38,1.5,5.42,86,7.4,760.96
2015,Jun,2,6/2/2015,11.02,16.3,6.4,0,75.46,2.26,6.67,136.67,11.75,758.01
2015,Jun,3,6/3/2015,9.81,17.6,3,0,74.96,2.58,4.97,161.04,13.85,758.6
2015,Jun,4,6/4/2015,9.97,17.3,4.9,0,76.92,2.34,5.78,161.42,13.88,759.6
2015,Jun,5,6/5/2015,9.93,18.2,3,0,71.25,2.88,4.32,196.67,16.92,760.12
2015,Jun,6,6/6/2015,9.44,19.2,1.2,0,67.21,3.29,2.31,214.25,18.43,759.51
2015,Jun,7,6/7/2015,10.06,17.6,4.9,0,68.17,2.79,3.67,183.83,15.81,758.73
2015,Jun,8,6/8/2015,9.05,16.5,3.8,0,72.42,2.59,3.75,161.62,13.9,759.17
2015,Jun,9,6/9/2015,9.63,17.9,2.4,0,71.5,2.84,4.23,176.71,15.2,758.18
2015,Jun,10,6/10/2015,9.45,16.7,4.6,0,78.21,2.05,5.54,128.21,11.03,757.45
2015,Jun,11,6/11/2015,9.75,16.6,5.6,0,78.29,2.03,5.88,129.21,11.11,758.62
2015,Jun,12,6/12/2015,8.91,15.3,3.2,0,76.04,2.38,4.58,156.83,13.49,759.52
2015,Jun,13,6/13/2015,8.62,17.8,2.2,0,68,3.22,1.8,197,16.94,759.54
2015,Jun,14,6/14/2015,9.61,18.9,3.1,0,66.38,3.28,2.51,203.83,17.53,758.35
2015,Jun,15,6/15/2015,9.19,17.8,3.2,0,73.38,2.37,4.25,153.83,13.23,758.72
2015,Jun,16,6/16/2015,9.46,15.3,4.3,0,73.5,2.42,4.55,131.67,11.32,759.48
2015,Jun,17,6/17/2015,10.47,17.9,4.4,0,68.79,2.58,4.43,145.5,12.52,757.79
2015,Jun,18,6/18/2015,10.4,17.4,5.6,0,72.46,2.32,5.22,127.08,10.93,757.82
2015,Jun,19,6/19/2015,9.43,17.1,4.1,0,75.08,2.18,4.83,132.21,11.37,759.02
2015,Jun,20,6/20/2015,10.29,17.6,6.4,0,71.92,2.71,5.06,179.67,15.45,758.7
2015,Jun,21,6/21/2015,9.39,16.3,3.9,0,72.79,2.82,4.31,185.88,15.99,759.84
2015,Jun,22,6/22/2015,9.16,17.4,4.4,0,70.58,2.87,3.55,191.25,16.45,760.33
2015,Jun,23,6/23/2015,7.95,16.8,1.9,0,72.92,2.84,2.78,188.71,16.23,762.19
2015,Jun,24,6/24/2015,7.73,15.2,2.6,0,73.58,2.31,2.92,143.33,12.33,763.11
2015,Jun,25,6/25/2015,8.65,19.8,0.2,0,68.08,3.18,2.15,217.54,18.71,762.31
2015,Jun,26,6/26/2015,8.44,19.1,0.1,0,66.79,3.23,1,209.46,18.02,762.22
2015,Jun,27,6/27/2015,8.74,16.8,3.1,0,69.62,2.87,2.95,195.79,16.84,762.06
2015,Jun,28,6/28/2015,9.3,19.7,2,0,67.21,3.12,2.35,210.67,18.12,760.55
2015,Jun,29,6/29/2015,9.39,18.6,2,0,62.12,3.41,1.09,204.46,17.59,759.45
2015,Jun,30,6/30/2015,9.48,18.8,0.8,0,58,3.26,0,199.12,17.13,759.27
2015,Jul,1,7/1/2015,9.1,16.1,2.3,0,70.67,2.96,3.68,188.79,16.24,759.18
2015,Jul,2,7/2/2015,8.9,16.4,2.3,0,73.71,2.29,4.06,139.58,12.01,758.81
2015,Jul,3,7/3/2015,8.25,15.3,2.5,0,77.25,1.92,4.22,109.12,9.39,758.12
2015,Jul,4,7/4/2015,7.57,11.3,5.2,4.6,82.96,1.39,4.78,95.04,8.17,759.88
2015,Jul,5,7/5/2015,8.7,13.5,4.9,0,71.04,1.92,3.17,118,10.15,759.34
2015,Jul,6,7/6/2015,3.45,8.2,0.3,0,89.55,0.46,1.85,107.09,9.21,760.36
2015,Jul,7,7/7/2015,9.003,16.333,3.089,0.267,67.324,2.607,2.508,157.921,7.816,648.761
2015,Jul,8,7/8/2015,9.087,16.956,2.822,0.133,65.773,2.729,2.041,165.061,8.002,649.241
2015,Jul,9,7/9/2015,8.721,16.978,1.611,0.022,66.332,2.641,1.998,162.363,8.342,649.06
2015,Jul,10,7/10/2015,9.189,18.2,1.467,0,62.55,3.051,1.371,186.667,9.79,648.574
2015,Jul,11,7/11/2015,9.394,17.967,1.889,0,61.748,3.188,1.37,191.366,10.722,647.893
2015,Jul,12,7/12/2015,9.26,18.2,1.556,0,63.581,2.883,1.734,178.003,9.71,647.984
2015,Jul,13,7/13/2015,8.992,17.744,1.778,0,63.216,2.966,1.406,176.46,9.991,648.602
2015,Jul,14,7/14/2015,9.201,17.667,2.3,0,62.131,3.048,1.083,178.88,9.988,648.973
2015,Jul,15,7/15/2015,9.151,18.089,1.822,0.089,61.07,3.202,0.902,189.323,9.819,648.69
2015,Jul,16,7/16/2015,9.089,17.444,1.989,0,64.341,2.7,1.823,159.037,8.9,648.803
2015,Jul,17,7/17/2015,9.37,16.8,2.867,0.022,65.377,2.677,2.546,154.788,8.377,649.107
2015,Jul,18,7/18/2015,9.676,16.278,3.989,0.111,65.018,2.506,2.794,138.741,8.352,648.604
2015,Jul,19,7/19/2015,9.207,17.244,3.011,0.778,65.084,2.851,2.03,173.233,8.987,648.394
2015,Jul,20,7/20/2015,9.138,17.678,2.589,0.222,61.86,3.007,1.059,182.263,8.98,648.631
2015,Jul,21,7/21/2015,8.834,18.156,1.056,0.311,61.949,3.139,0.838,188.63,10.351,648.471
2015,Jul,22,7/22/2015,8.988,17.933,0.844,0.044,57.807,3.353,-0.117,201.681,10.791,648.834
2015,Jul,23,7/23/2015,8.594,16.678,1.289,0.178,60.713,3.029,0.434,176.622,9.787,648.437
2015,Jul,24,7/24/2015,9.051,17.167,2.044,0.089,61.848,2.932,0.982,174.053,9.048,648.434
2015,Jul,25,7/25/2015,8.843,16.689,2.189,0.244,64.312,2.901,1.331,174.213,8.648,648.782
2015,Jul,26,7/26/2015,9.37,17.844,2.167,0,61.44,3.341,1.299,203.137,11.147,648.619
2015,Jul,27,7/27/2015,9.443,18.378,2.2,0,61.489,3.386,1.331,210.678,11.398,648.699
2015,Jul,28,7/28/2015,9.378,18.1,2.211,0,62.014,3.094,1.349,184.648,10.48,648.672
2015,Jul,29,7/29/2015,9.21,17.467,2.256,0,62.194,2.817,1.119,170.723,9.539,648.968
2015,Jul,30,7/30/2015,9.531,18.378,2.2,0,60.081,3.351,0.869,203.247,11.649,649.143
2015,Jul,31,7/31/2015,9.609,19.033,1.811,0.133,58.341,3.56,0.476,218.6,12.457,648.616
2015,Ago,1,8/1/2015,9.581,18.856,1.344,0,59.23,3.482,0.67,205.862,11.672,648.174
